"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"2697,""Manasik Haji"",""mengucapkan: Labbaika allahumma labbaik, labbaika laa syariika laka labbaik, innal hamda wan ni'mata laka, wal mulka laa syariikalak. Dan Ibnu Umar pernah berkata";" Rasulullah shallallahu 'alaihi wa sallam pernah melakukan ruku' di Dzul Hulaifah dua reka'at, kemudian apabila untanya telah berdiri membawa Rasulullah shallallahu 'alaihi wa sallam di sisi Masjid Dzul Hulaifah beliau mengucapkan do'a talbiyah dengan kalimat-kalimat tersebut. """;;;;;;;;;;;;
"2698,""Manasik Haji"",""Labbaika allahumma labbaik, labbaika laa syariika laka labbaik, innal hamda wan ni'mata laka wal mulka laa syariika lak. """;;;;;;;;;;;;;
"2699,""Manasik Haji"",""Labbaika allahumma labbaik, labbaika laa syariika laka labbaik, innal hamda wan ni'mata laka wal mulka laa syariika lak.""";;;;;;;;;;;;;
"2700,""Manasik Haji"",""labbaika Allahumma labbaik, labbaika laa syariika laka labbaik, innal hamda wan ni'mata laka wal mulka laa syariika lak. Dan Ibnu Umar menambahkan padanya kata labbaika, labbaika wa sa'daik, wal khairu fii yadaik, war raghbaa u ilaika wal 'amalu """;;;;;;;;;;;;;
"2701,""Manasik Haji"",""labbaika allahumma labbaik, labbaika laa syariika laka labbaik, innal hamda wan ni'mata laka.""";;;;;;;;;;;;;
"2702,""Manasik Haji"",""labbaika ilaahal haqqi. Abu Abdur Rahman mengatakan";" saya tidak mengetahui seorangpun yang meriwayatkan sanad ini dari Abdullah bin Al Fadhl kecuali Abdul Aziz, dan diriwayatkan oleh Isma'il bin Umayyah darinya secara mursal. """;;;;;;;;;;;;
"2703,""Manasik Haji"",""wahai Muhammad, perintahkan kepada para sahabatmu agar mengeraskan suara ketika mengucapkan talbiyah.""";;;;;;;;;;;;;
"2704,""Manasik Haji"",""mengucapkan do'a talbiyah setelah shalat. """;;;;;;;;;;;;;
"2705,""Manasik Haji"",""melakukan shalat Dhuhur di Baida`, kemudian beliau mengendarai kendaraannya dan menaiki gunung Al Baida`, serta mengucapkan doa talbiyah untuk melakukan haji dan umrah disaat telah melakukan shalat Dhuhur.""";;;;;;;;;;;;;
"2706,""Manasik Haji"",""kemudian setelah sampai Dzul Hulaifah beliau melakukan shalat serta terdiam hingga sampai Baida`.""";;;;;;;;;;;;;
"2707,""Manasik Haji"",""tidaklah Rasulullah shallallahu 'alaihi wa sallam mengucapkan doa talbiyah kecuali dari Masjid Dzul Hulaifah. """;;;;;;;;;;;;;
"2708,""Manasik Haji"",""mengendarai kendaraannya di Dzul Hulaifah, kemudian mengucapkan doa talbiyah di saat kendaraan tersebut berdiri membawanya. """;;;;;;;;;;;;;
"2709,""Manasik Haji"",""mengucapkan doa talbiyah di saat kendaraannya berdiri membawanya.""";;;;;;;;;;;;;
"2710,""Manasik Haji"",""mengucapkan doa talbiyah apabila untanya telah berdiri dan bangkit membawa dirinya. """;;;;;;;;;;;;;
"2711,""Manasik Haji"",""Mandi, dan balutlah dengan kain, kemudian mengucapkan doa talbiyah lah. Lalu Asma`pun melakukannya. """;;;;;;;;;;;;;
"2712,""Manasik Haji"",""beliau memerintahkannya untuk mandi dan membalut dengan kainnya dan mengucapkan doa talbiyah . """;;;;;;;;;;;;;
"2713,""Manasik Haji"",""maka mandilah dan mengucapkan doa talbiyah lah untuk melakukan haji. Lalu Aisyah melakukannya dan berhenti di beberapa tempat berhenti hingga setelah suci ia melakukan thawaf di Ka'bah, serta Shafa dan Marwah. Kemudian beliau bersabda: """;;;;;;;;;;;;;
"2714,""Manasik Haji"",""Uraikan rambutmu dan sisirlah serta mengucapkan doa talbiyah lah untuk melakukan haji dan tinggalkan umrah. Lalu saya melakukannya, kemudian setelah saya menyelesaikan haji Rasulullah shallallahu 'alaihi wa sallam mengirimku bersama Abdur Rahman bin Abu Bakr menuju Tan'im, lalu saya melakukan umrah. Beliau bersabda: Ini adalah tempat umrahmu. Lalu orang-orang yang telah mengucapkan doa talbiyah untuk melakukan umrah melakukan thawaf di Ka'bah serta diantara Shafa dan Marwah. Kemudian mereka bertahallul, dan melakukan thawaf yang lain setelah kembali dari Mina untuk melakukan haji mereka. Adapun orang yang telah menggabung antara haji dan umrah, maka mereka melakukan satu Thawaf. """;;;;;;;;;;;;;
"2715,""Manasik Haji"",""Nabi shallallahu 'alaihi wa sallam memerintahkannya mengucapkan syarat, lalu iapun melakukan hal tersebut karena perintah Rasulullah shallallahu 'alaihi wa sallam. """;;;;;;;;;;;;;
"2716,""Manasik Haji"",""labbaika allahumma labbaik, wa mahallii haitsu tahbisuni fainna laki 'alaa rabbiki mas tatsnaiti.""";;;;;;;;;;;;;
"2717,""Manasik Haji"","" mengucapkan doa talbiyah lah, dan ucapkan syarat: inna mahallii haitsu habasanii. """;;;;;;;;;;;;;
"2718,""Manasik Haji"",""Berhajilah dan ucapkan syarat: inna mahallii haitzu tahbisunii. Ishaq berkata"; saya katakan kepada Abdur Razzaq; apakah keduanya dari Aisyah, Hisyam dan 'Urwah? Maka ia mengatakan; ya. Abu Abdur Rahman mengatakan;" saya tidak mengetahui seorangpun yang meriwayatkan sanad hadis ini dari Az Zuhri selain Ma'mar, wallahu subhanahu wa ta'ala a'lam. """;;;;;;;;;
"2719,""Manasik Haji"",""tidak cukupkah bagi kalian sunnah Rasulullah shallallahu 'alaihi wa sallam? Apabila salah seorang dari kalian tertahan dari melakukan haji maka ia melakukan thawaf di Ka'bah, serta Shafa dan Marwah, kemudian ia halal dari segala sesuatu hingga melakukan haji pada tahun yang akan datang, menyembelih kurban dan berpuasa jika tidak mendapatkan hewan kurban. """;;;;;;;;;;;;;
"2720,""Manasik Haji"",""tidakkah cukup bagi kalian sunnah Nabi kalian shallallahu 'alaihi wa sallam? Sesungguhnya beliau tidak mengucapkan syarat, maka jika salah seorang dari kalian tertahan oleh sesuatu, hendaknya ia datang ke Ka'bah kemudian melakukan thawaf di Ka'bah serta antara Shafa serta Marwah, kemudian menggundul rambut atau memendekkannya, dan bertahallul, serta ia berkewajiban melakukan haji pada tahun mendatang.""";;;;;;;;;;;;;
"2721,""Manasik Haji"",""berangkat pada masa Hudaibiyah bersama seratus tiga orang para sahabatnya hingga setelah sampai di Dzul Hulaifah beliau mengalungi hewan kurban, melukainya sebagai pertanda akan diembelih, dan melakukan ihram untuk melakukan umrah. """;;;;;;;;;;;;;
"2722,""Manasik Haji"",""melukai satu sisi punuk untanya (sebagai pertanda akan disembelih).""";;;;;;;;;;;;;
"2723,""Manasik Haji"",""melukai dan mengusapnya (sebagai pertanda unta untuk dikurbankan), mengalunginya dengan dua sandal. Dikala beliau menaikinya di Baida`, beliau berniyat dan mengucapkan talbiyah. """;;;;;;;;;;;;;
"2724,""Manasik Haji"",""memerintahkan untuk membawakan untanya, kemudian punuknya sebelah kanan dilukai (sebagai pertanda hewan kurban), kemudian beliau mengusap dan membersihkannya, serta mengalunginya dengan sandal. Tatkala kendaraannya telah berdiri di atas baida` beliau mengucapkan mengazamkan niyat dan mengucapkan talbiyah. """;;;;;;;;;;;;;
"2725,""Manasik Haji"",""membawa hewan kurban dari Madinah, lalu saya menganyam beberapa kalung hewan kurbannya, kemudian beliau tidak menjauhi sesuatupun yang dijauhi orang yang melakukan ihram. """;;;;;;;;;;;;;
"2726,""Manasik Haji"",""saya pernah menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam lalu beliau mengirimnya, kemudian melakukan apa yang dilakukan orang tidak berihram sebelum hewan kurban tersebut sampai ke tempatnya. """;;;;;;;;;;;;;
"2727,""Manasik Haji"",""sungguh saya pernah menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam kemudian beliau bermukim dan tidak berihram. """;;;;;;;;;;;;;
"2728,""Manasik Haji"",""saya pernah menganyam beberapa kalung untuk hewan kurban Rasulullah shallallahu 'alaihi wa sallam lalu beliau mengalungi hewan kurbannya, kemudian mengirimnya serta beliau bermukim dan tidak menjauhi sesuatupun yang dijauhi orang yang sedang berihram. """;;;;;;;;;;;;;
"2729,""Manasik Haji"",""sungguh saya telah melihat diriku menganyam beberapa kalung kambing untuk kurban Rasulullah shallallahu 'alaihi wa sallam kemudian beliau tinggal dalam keadaan halal tidak berihram.""";;;;;;;;;;;;;
"2730,""Manasik Haji"",""saya menganyam kalung-kalung tersebut dari 'Ihn yang ada pada kami, kemudian pada pagi harinya beliau berada diantara kami dan melakukan apa yang dilakukan orang yang tidak berihram terhadap isterinya dan apa yang dilakukan seorang laki-laki terhadap isterinya. """;;;;;;;;;;;;;
"2731,""Manasik Haji"",""Saya telah mengikat kepalaku dan mengalungi hewan kurbanku, dan tidak akan bertahallul hingga menyembelih kurban.""";;;;;;;;;;;;;
"2732,""Manasik Haji"",""tatkala datang di Dzul Hulaifah menusuk unta pada punuk sebelah kanan, kemudian menghilangkan darah darinya serta mengalunginya dengan dua sandal. Kemudian beliau menaiki untanya, tatkala berada di atas Al Baida` beliau mengucapkan talbiyah, dan berihram pada waktu Dhuhur dan mengucapkan doa talbiyah untuk melakukan haji. """;;;;;;;;;;;;;
"2733,""Manasik Haji"",""menganyam beberapa kalung budn Rasulullah shallallahu 'alaihi wa sallam dengan kedua tanganku, kemudian beliau mengalunginya dan melukainya sebagai pertanda hewan kurban serta menghadapkannya ke Ka'bah, serta mengirimkannya. Beliau bermukim dan tidak ada sesuatupun yang haram baginya yang dahulunya halal baginya. + Ket"; Budn;" Unta yang badannya gempal dan gemuk. """;;;;;;;;;;;
"2734,""Manasik Haji"",""Aku menganyam beberapa kalung unta Rasulullah shallallahu 'alaihi wa sallam, kemudian beliau tidak berihram dan tidak meninggalkan sesuatupun dari pakaian. """;;;;;;;;;;;;;
"2735,""Manasik Haji"",""saya pernah menganyam beberapa kalung kambing kurban Rasulullah shallallahu 'alaihi wa sallam. """;;;;;;;;;;;;;
"2736,""Manasik Haji"",""berkurban dengan kambing. """;;;;;;;;;;;;;
"2737,""Manasik Haji"",""berkurban kambing satu kali dan mengalunginya. """;;;;;;;;;;;;;
"2738,""Manasik Haji"",""saya pernah menganyam beberapa kalung kambing kurban Rasulullah shallallahu 'alaihi wa sallam kemudian beliau tidak berihram. """;;;;;;;;;;;;;
"2739,""Manasik Haji"",""saya pernah menganyam beberapa kalung kambing kurban Rasulullah shallallahu 'alaihi wa sallam kemudian beliau tidak berihram. """;;;;;;;;;;;;;
"2740,""Manasik Haji"",""kami pernah mengalungi kambing lalu Rasulullah shallallahu 'alaihi wa sallam mengirimnya dalam keadaan halal tidak menjauhi dari sesuatupun. """;;;;;;;;;;;;;
"2741,""Manasik Haji"",""di saat datang ke Dzul Hulaifah melukai hewan kurban sebagai pertanda hewan kurban dari punuk sisi kanan, kemudian menghilangkan darahnya dan mengalunginya dengan dua sandal. Lalu beliau mengendarai untanya, setelah berada di atas Al Baida` beliau berihram untuk melakukan haji pada waktu Dhuhur dan mengucapkan doa talbiyah untuk melakukan haji. """;;;;;;;;;;;;;
"2742,""Manasik Haji"",""mengirimkan hewan kurban. Siapa yang menghendaki untuk berihram maka ia berihram dan siapa yang menghendaki untuk tidak berihram maka ia meninggalkan ihram. """;;;;;;;;;;;;;
"2743,""Manasik Haji"",""saya pernah menganyam kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam dengan kedua tanganku, kemudian Rasulullah shallallahu 'alaihi wa sallam mengalunginya dengan tangannya dan mengirimnya bersama dengan ayahku, lalu Rasulullah shallallahu 'alaihi wa sallam tidak meninggalkan sesuatupun yang telah Allah 'azza wa jalla halalkan hingga beliau menyembelih hewan kurban. """;;;;;;;;;;;;;
"2744,""Manasik Haji"",""saya pernah menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam, kemudian beliau tidak menjauhi sesuatupun yang dijauhi orang yang melakukan ihram. """;;;;;;;;;;;;;
"2745,""Manasik Haji"",""saya pernah menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam lalu beliau tidak menjauhi sesuatupun, dan kami tidak mengetahui haji di halalkan kecuali oleh thawaf di Ka'bah. """;;;;;;;;;;;;;
"2746,""Manasik Haji"",""sungguh saya pernah menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam, dan hewan kurban tersebut dikeluarkan dalam keadaan diberi kalung, dan Rasulullah shallallahu 'alaihi wa sallam tidak menahan dari para isterinya. """;;;;;;;;;;;;;
"2747,""Manasik Haji"",""sungguh saya telah melihat diriku menganyam beberapa kalung hewan kurban Rasulullah shallallahu 'alaihi wa sallam, lalu beliau mengirimnya kemudian bermukim di antara kami dalam keadaan halal. """;;;;;;;;;;;;;
"2748,""Manasik Haji"",""membawa hewan kurban dalam hajinya. """;;;;;;;;;;;;;
"2749,""Manasik Haji"",""Tunggangilah. Laki-laki tersebut berkata"; wahai rasulullah, ia adalah unta untuk kurban. Beliau bersabda: Tunggangilah. Laki-laki tersebut berkata; wahai rasulullah, ia adalah unta untuk kurban. Beliau bersabda ;" Celaka kamu. Beliau mengucapkannya ke dua atau ketiga kalinya. """;;;;;;;;;;
"2750,""Manasik Haji"",""Tunggangilah! Orang tersebut tersebut mengatakan"; sesungguhnya ia adalah unta untuk kurban. Beliau berkata: Tunggangilah! Orang tersebut mengatakan;" sesungguhnya ia adalah unta untk kurban . Maka Rasulullah shallallahu 'alaihi wa sallam pada keempat kalinya mengatakan: Tunggangilah, celaka engkau!""";;;;;;;;;;;
"2751,""Manasik Haji"",""Tunggangilah! Orang tersebut berkata";" sesungguhnya ia adalah unta. Beliau bersabda: Tunggangilah walaupun hanya unta!""";;;;;;;;;;;;
"2752,""Manasik Haji"",""Tunggangilah ia dengan baik jika engkau terpaksa menggunakannya hingga engkau menemukan tunggangan yang cocok.""";;;;;;;;;;;;;
"2753,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam memerintahkan orang yang belum membawa hewan kurban untuk bertahallul, maka bertahallullah orang yang belum membawa hewan kurban, dan para isteri Rasulullah shallallahu 'alaihi wa sallam belum membawa hewan kurban sehingga mereka bertahallul. Aisyah berkata"; lalu saya mengalami haid, sehingga tidak melakukan thawaf di Ka'bah. Kemudian ketika pada malam bermalam di daerah yang berkerikil saya berkata; wahai Rasulullah shallallahu 'alaihi wa sallam orang-orang pulang dengan membawa umrah dan haji, sedang saya pulang hanya dengan membawa haji. Maka beliau bersabda: Apakah engkau tidak melakukan thawaf pada malam-malam kita datang di Mekkah? Saya katakan;" tidak. Beliau bersabda: Pergilah bersama saudaramu menuju Tan'im kemudian mengucapkan doa talbiyah lah untuk melakukan umrah, dan tempat yang dijanjikan bagimu adalah ini, dan ini. """;;;;;;;;;;
"2754,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam memerintahkan orang yang memiliki hewan kurban agar bermukim tetap dalam ihramnya, sedangkan orang yang tidak membawa hewan kurban agar bertahallul. """;;;;;;;;;;;;;
"2755,""Manasik Haji"",""Sungguh telah sampai berita kepadaku apa yang kalian katakan, dan sesungguhnya saya adalah orang yang paling berbakti dan paling bertakwa diantara kalian. Seandainya tidak ada hewan kurban maka niscaya aku akan bertahallul, jika nampak bagiku perkaraku ini sebelumnya maka saya tidak membawa hewan kurban. Jabir berkata"; dan kemudian Ali datang dari Yaman, lalu beliau bersabda: Bagaimana engkau mengucapkan doa talbiyah ? Ia menjawab; dengan do'a talbiyah yang dilakukan Nabi shallallahu 'alaihi wa sallam. Maka beliau bersabda: Berkurbanlah dan tinggallah dalam keadaan tetap berihram sebagaimana engkau sekarang. Jabir berkata; dan Suraqah bin Malik bin Ju'syam berkata;" Wahai Rasulullah shallallahu 'alaihi wa sallam bagaimana pendapat anda, apakah umrah kami ini hanya untuk tahun ini saja atau untuk selamanya? Beliau menjawab: Untuk selamanya. """;;;;;;;;;
"2756,""Manasik Haji"",""Untuk selamanya.""";;;;;;;;;;;;;
"2757,""Manasik Haji"",""Untuk selamanya.""";;;;;;;;;;;;;
"2758,""Manasik Haji"",""Khusus untuk kita.""";;;;;;;;;;;;;
"2759,""Manasik Haji"",""Itu adalah keringanan bagi kita.""";;;;;;;;;;;;;
"2760,""Manasik Haji"",""mengenai haji tamattu' (berumrah sebelum haji pada bulan-bulan haji kemudian berhaji tanpa harus keluar ke miqat)";" ia bukan untuk kalian dan kalian bukan bagian darinya sedikitpun. Hal itu adalah keringanan bagi kami, para sahabat Muhammad shallallahu 'alaihi wa sallam. """;;;;;;;;;;;;
"2761,""Manasik Haji"",""mut'ah/ haji tamattu' / tamattu' (berumrah sebelum haji pada bulan-bulan haji kemudian berhaji tanpa harus keluar ke miqat) adalah keringanan bagi kami. """;;;;;;;;;;;;;
"2762,""Manasik Haji"",""sesungguhnya mut'ah/ haji tamattu' (berumrah sebelum haji pada bulan-bulan haji kemudian berhaji tanpa harus keluar ke miqat) khusus untuk kami. """;;;;;;;;;;;;;
"2763,""Manasik Haji"",""beliau memerintahkan mereka agar mengubahnya menjadi umrah, maka terasa berat hal itu bagi mereka. Lalu mereka berkata";" wahai Rasulullah shallallahu 'alaihi wa sallam tahallul apakah? Beliau menjawab: Tahallul menyeluruh.""";;;;;;;;;;;;
"2764,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam mengucapkan do'a talbiyah untuk melakukan umrah dan para sahabatnya mengucapkan doa talbiyah untuk melakukan haji. Beliau memerintahkan orang yang belum membawa hewan kurban agar bertahallul, dan diantara orang yang tidak membawa hewan kurban adalah Thalhah bin 'Ubaidillah, serta seorang laki-laki yang lain, sehingga mereka bertahallul.""";;;;;;;;;;;;;
"2765,""Manasik Haji"",""Ini adalah umrah yang kita nikmati, barang siapa belum memiliki hewan kurban hendaknya bertahallul menyeluruh, sungguh umrah telah masuk dalam haji.""";;;;;;;;;;;;;
"2766,""Manasik Haji"",""Itu adalah makanan yang telah Allah 'azza wa jalla berikan kepada kalian.""";;;;;;;;;;;;;
"2767,""Manasik Haji"",""kami pernah memakannya bersama Rasulullah shallallahu 'alaihi wa sallam. """;;;;;;;;;;;;;
"2768,""Manasik Haji"","" Biarkan dia, sebentar lagi pemiliknya akan datang. Lalu datanglah Al Bahzi pemiliki keledai itu kepada Rasulullah shallallahu 'alaihi wa sallam, lalu ia berkata ya Rasulullah, semoga shalawat serta salam Allah limpahkan kepadamu, lakukanlah apa yang kalian suka pada keledai ini. Maka Rasulullah shallallahu 'alaihi wa sallam menyuruh Abu Bakar agar membaginya, iapun membagikannya kepada para sahabat, lalu pergi hingga ketika sampai di Al Utsayah yang berada diantara Ruwaitsah dan Al 'Araj, ternyata disana ada seekor kijang yang berdiri miring dibawah naungan dengan panah yang menancap padanya, ia menyangka bahwa Rasulullah shallallahu 'alaihi wa sallam menyuruh seseorang berdiri di sisinya dan tidak seorangpun yang mengganggunya hingga melewatinya. """;;;;;;;;;;;;;
"2769,""Manasik Haji"",""Sesungguhnya kami tidak menolak pemberianmu, hanya saja kami sedang melakukan ihram.""";;;;;;;;;;;;;
"2770,""Manasik Haji"",""Kami sedang melakukan ihram, dan tidak makan hewan buruan.""";;;;;;;;;;;;;
"2771,""Manasik Haji"",""pernah diberi hadiah bagian dari hewan buruan sedang beliau dalam keadaan berihram kemudian beliau tidak menerimanya? Ia berkata";" Iya. """;;;;;;;;;;;;
